id,conversation_id,username,in_reply_to_screen_name,full_text,image_url,tweet_url,lang,location,favorite_count,quote_count,reply_count,retweet_count,user_id,created_at
1992964711604785700,1992964711604785700,rigtsec,,Shai-Hulud malware infects 500 npm packages leaks secrets on GitHub https://t.co/27WjMGO94D,,https://x.com/rigtsec/status/1992964711604785629,en,Mars,0,0,0,0,1831327654441611300,2025-11-24 21:33:09
1992964658160935200,1992964658160935200,BleepinComputer,,Shai-Hulud malware infects 500 npm packages leaks secrets on GitHub - @billtoulas https://t.co/rCO3fHTyqT https://t.co/rCO3fHTyqT,,https://x.com/BleepinComputer/status/1992964658160935074,en,New York,8,0,1,2,50026664,2025-11-24 21:32:56
1992964296867799000,1992964296867799000,128484298,,Shai-Hulud worm returns belches secrets to 25K GitHub repos https://t.co/vdi5NfOU3c,,0,en,Zurich,1,0,0,0,,2025-11-24 21:31:30
1992964125501046800,1992964125501046800,UjlakiMarci,,New npm supply chain attack referencing Shai-Hulud malware has compromised popular packages. Malicious code executes during the preinstall phase. Compromised packages include those from Zapier ENS Domains PostHog and Postman. Confirmed exploitation of trojanized packages,,https://x.com/UjlakiMarci/status/1992964125501046887,en,,0,0,0,0,1456849302,2025-11-24 21:30:49
1992963949554266400,1992963949554266400,,,The Register | Shai-Hulud worm returns belches secrets to 25K GitHub repos https://t.co/G4LRG4dcJK,,https://x.com/undefined/status/1992963949554266401,en,,1,0,0,0,129711053,2025-11-24 21:30:07
1992963859787727000,1992963859787727000,viorel4444,,Shai-Hulud Returns: Over 300 NPM Packages Infected https://t.co/tfVjrmbOya #New best story on Hacker News.,,https://x.com/viorel4444/status/1992963859787727229,en,Metaverse,0,0,0,0,43841694,2025-11-24 21:29:46
1992963383155630300,1992939651712119300,sk_sahil24,Cointelegraph,@Cointelegraph CT devs right now praying their wallet keys weren t sitting in some dusty npm folder while this worm is out here speed-running every repo in sight bro Shai Hulud treating the ecosystem like an all-you-can-eat buffet ,,https://x.com/sk_sahil24/status/1992963383155630320,en,,0,0,0,0,1099242839052116000,2025-11-24 21:27:52
1992962895563378700,1992962757126164700,48704119,ocodista,Print tirado da newsletter do Deschampz Mais informações sobre o ataque: https://t.co/r4R41fp16H,,0,pt,São Paulo,0,0,0,1,,2025-11-24 21:25:56
1992961278843756800,1992961278843756800,TheDarkShib,,Heads up devs. If you are using npm packages especially in crypto or ENS projects make sure you check your dependencies right away. The Shai Hulud worm has compromised hundreds of packages including several under the @ensdomains namespace such as content hash and ensjs and,,https://x.com/TheDarkShib/status/1992961278843756790,en,Ryoshis Vision ,2,0,1,0,3504054856,2025-11-24 21:19:30
1992961054637236700,1992961054637236700,MrsYisWhy,,Shai-Hulud worm returns belches secrets to 25K GitHub repos https://t.co/YSISTcapVG,,https://x.com/MrsYisWhy/status/1992961054637236616,en,In witness protection,0,0,0,0,369107103,2025-11-24 21:18:37
1992960224597324000,1992960224597324000,918194839237382144,,Shai-Hulud worm returns belches secrets to 25K GitHub repos https://t.co/fUf8Myyd1g https://t.co/S70tJUZ2hj,https://pbs.twimg.com/media/G6hqwzOagAAZ-1f.jpg,0,en,Fuquay-Varina,0,0,0,0,,2025-11-24 21:15:19
1992959989074326000,1992959989074326000,CryptoNewsMag,,Shai Hulud malware hits NPM as crypto libraries face a growing security crisis #btc #bitcoin #crypto #cryptonews https://t.co/PPi9PSffDJ,,https://x.com/CryptoNewsMag/status/1992959989074325956,en,,0,0,0,0,1804526378156544000,2025-11-24 21:14:23
1992959818232131600,1992959818232131600,KunalSin9h,,https://t.co/yFhoryEVWE,,https://x.com/KunalSin9h/status/1992959818232131657,zxx,India,0,1,0,0,1314891483384742000,2025-11-24 21:13:42
1992959653718716400,1992959653718716400,340491651,,[The Register - Security] Shai-Hulud worm returns belches secrets to 25K GitHub repos. Trojanized npm packages spread new variant that executes in pre-install phase hitting thousands within days A self-propagating malware targeting node package... https://t.co/LIpST7nJ6j,,0,en,Dubai,0,0,0,1,,2025-11-24 21:13:03
1992959191510884600,1992959191510884600,TheRegister,,Shai-Hulud worm returns belches secrets to 25K GitHub repos https://t.co/xgQJJTCy7H,,https://x.com/TheRegister/status/1992959191510884582,en,NA-EMEA-APAC,2,0,0,2,78012548,2025-11-24 21:11:13
1992959044492120600,1992959044492120600,TheCyberSecHub,,Shai-Hulud worm returns belches secrets to 25K GitHub repos https://t.co/yfCzFUIwlr,,https://x.com/TheCyberSecHub/status/1992959044492120477,en,Global,0,0,0,0,792791914525429800,2025-11-24 21:10:38
1992958740975288300,1992958740975288300,securitynews_de,,Shai-Hulud 2: Neue Version des NPM-Wurms greift auch Low-Code-Plattformen an - https://t.co/AVA0RpnsAE,,https://x.com/securitynews_de/status/1992958740975288364,de,,0,0,0,0,2815532770,2025-11-24 21:09:25
1992958586465788200,1992958586465788200,DiakiteYvan,,️ Une attaque majeure sur NPM : le malware Shai Hulud a infecté 400+ paquets dont 10 bibliothèques crypto populaires pour Ethereum Name Service. ️ Ces paquets très téléchargés risquent de voler clés crypto et données des systèmes des développeurs.,,https://x.com/DiakiteYvan/status/1992958586465788085,fr,,0,0,0,0,1618614663549227000,2025-11-24 21:08:49
1992956540999873000,1992956540999873000,micsieg,,Shai-Hulud 2: Neue Version des NPM-Wurms greift auch Low-Code-Plattformen an https://t.co/tNPddM1oc1,,https://x.com/micsieg/status/1992956540999872911,de,,0,0,0,0,941239097422688300,2025-11-24 21:00:41
1992956335219196400,1992956335219196400,Taannnx,,Check out this article it explains it simply: https://t.co/JhJzm1R915 @EdgenTech $ENS,,https://x.com/Taannnx/status/1992956335219196321,en,,0,0,0,0,1382294222057873400,2025-11-24 20:59:52
1992956330219544800,1992956330219544800,GoihbS22938,,Check out this article it explains it simply: https://t.co/iTQbukeDMv @EdgenTech $ENS,,https://x.com/GoihbS22938/status/1992956330219544853,en,,0,0,0,0,1776064385376477200,2025-11-24 20:59:51
1992956292223398400,1992956292223398400,chou_phan,,Check out this article it explains it simply: https://t.co/zftFxdtRAr @EdgenTech $ENS,,https://x.com/chou_phan/status/1992956292223398328,en,,0,0,0,0,1415131952886157300,2025-11-24 20:59:42
1992955980842516700,1992955980842516700,CharlieEriksen,,Seems like GitHub may be stepping in now. I saw the Shai Hulud repository count go up to 27.7k but it's now back down to 26.8k.,,https://x.com/CharlieEriksen/status/1992955980842516610,en,Amsterdam,1,0,0,0,18391186,2025-11-24 20:58:27
1992955780811915500,1992955780811915500,PhongThanh1904,,Check out this article it explains it simply: https://t.co/DT0vRUsUI5 @EdgenTech $ENS,,https://x.com/PhongThanh1904/status/1992955780811915503,en,,0,0,0,0,1752247074907979800,2025-11-24 20:57:40
1992955688843350000,1992955688843350000,picorenetworkhd,,Check out this article it explains it simply: https://t.co/ANgpyHnx0h @EdgenTech $ENS,,https://x.com/picorenetworkhd/status/1992955688843350097,en,Vietnam,0,0,1,0,1636392584078848000,2025-11-24 20:57:18
1992954256102666500,1992939651712119300,investorie,Cointelegraph,@Cointelegraph This wasn t a normal exploit. A worm-style supply-chain breach across 400+ NPM packages means the attacker went after developers not end users. Once you compromise dev credentials and signing keys every app wallet and library depending on those packages becomes a potential,,https://x.com/investorie/status/1992954256102666454,en,Cambodia,7,0,4,0,98927102,2025-11-24 20:51:36
1992954132312039700,1992954132312039700,investorie,,Most people don t understand how serious this NPM attack actually is. This wasn t a bug. It was a supply-chain breach that infected more than 400 NPM packages including critical ENS and crypto libraries. That means the attacker didn t target users they targeted developers.,,https://x.com/investorie/status/1992954132312039698,en,Cambodia,1,0,0,0,98927102,2025-11-24 20:51:07
1992953547093430300,1992953547093430300,NhtBngNguy70252,,Check out this article it explains it simply: https://t.co/THRcqUk2QE @EdgenTech $ENS @entry_network,,https://x.com/NhtBngNguy70252/status/1992953547093430288,en,,0,0,0,0,1641475530519347200,2025-11-24 20:48:47
1992953269648519400,1992953269648519400,CharlieEriksen,,Shai Hulud decided to increase the limit on the number of packages to infect from 20 to 100 this time. Fun!,,https://x.com/CharlieEriksen/status/1992953269648519301,en,Amsterdam,0,0,0,0,18391186,2025-11-24 20:47:41
1992953140878918000,1992953140878918000,betterhn300,,Shai-Hulud Returns: Over 300 NPM Packages Infected https://t.co/0oL5iiIGNu (https://t.co/7G1O1NPVxG),,https://x.com/betterhn300/status/1992953140878917972,en,,0,0,0,0,1595920577646235600,2025-11-24 20:47:10
1992952798024286500,1992952798024286500,deepak8kumawat,,Check out this article it explains it simply: https://t.co/dt0AhFFVyP @EdgenTech $ENS $cashtag,,https://x.com/deepak8kumawat/status/1992952798024286433,en,,0,0,0,0,1924499285367988200,2025-11-24 20:45:48
1992952757750509600,1992952757750509600,RenzHarby,,Check out this article it explains it simply: https://t.co/TNSEArJoiK @EdgenTech $ENS Start engaging and earn $AURA points! Here to start! LFG! I'm so bullish on this project https://t.co/oIiIa2aDPI,,https://x.com/RenzHarby/status/1992952757750509677,en,,0,0,0,0,1923687244839387100,2025-11-24 20:45:39
1992952710233215200,1992952710233215200,badbuta21,,Check out this article it explains it simply: https://t.co/nSt5DI5jDG @EdgenTech $cash tag $ENS,,https://x.com/badbuta21/status/1992952710233215320,en,,0,0,0,0,1811840673345405000,2025-11-24 20:45:28
1992951758990283300,1992951758990283300,Abdalla51447448,,Check out this article it explains it simply: https://t.co/JvbSxYWk1x and-threatening-crypto-assets @EdgenTech $ENS,,https://x.com/Abdalla51447448/status/1992951758990283168,en,,0,0,0,0,1662043199693545500,2025-11-24 20:41:41
1992950979566989600,1992950979566989600,nazneen719,,https://t.co/c00xANo58o @EdgenTech $ENS Crypto shows mixed momentum today as traders react to global macro signals. While volatility rises smart accumulation continues across key assets like $cashtag. Keeping an eye on the next breakout zone Powered by insights from @EdgenTech,,https://x.com/nazneen719/status/1992950979566989624,en,,0,0,0,0,1797372617382600700,2025-11-24 20:38:35
1992950749861675300,1992950749861675300,ChainAffairs,,#ShaiHulud Malware Compromises 400+ NPM Packages Crypto Ecosystem Targeted https://t.co/Lxgzp70ncb,,https://x.com/ChainAffairs/status/1992950749861675352,en,Blockchain,0,0,0,0,1617883393085313000,2025-11-24 20:37:40
1992950337099981000,1992950337099981000,taydotfun,,if youre worried you pulled one of the shai hulud compromised packages first sanity check is to run this in your project directory: grep -Ei zapier|posthog|asyncapi|postman|ensdomains|mcp-use|quick-start-soft pnpm-lock.yaml package-lock.json 2&gt;/dev/null you want it to output,,https://x.com/taydotfun/status/1992950337099981081,en,Brooklyn,8,0,5,1,13140,2025-11-24 20:36:02
1992950333111459800,1992950333111459800,2954531423,,Účet Zapier na NPM byl kompromitován což vedlo k injekci malwaru Shai Hulud do 425 balíčků které generují přibližně 132 milionů měsíčních stažení. https://t.co/vqO5WsEwlB,,0,cs,Prague,0,0,0,0,,2025-11-24 20:36:01
1992949970870415400,1992949970870415400,SocketSecurity,, A new wave of the Shai-Hulud supply chain attack has hit npm impacting packages across widely used projects from AsyncAPI ENS Postman PostHog and Zapier. Attackers added a malicious preinstall script following account compromise. https://t.co/sQ2CBdyWa0,,https://x.com/SocketSecurity/status/1992949970870415395,en,https://socket.dev/careers,9,3,0,3,1458247940640690200,2025-11-24 20:34:34
1992949518476976400,1992949518476976400,Gepeetou,,Check out this article it explains it simply: https://t.co/W6OyiX0PDt @EdgenTech $ENS innovation is rising and @EdgenTech is leading the climb Transforming technology through #AI #FutureTech &amp; breakthrough thinking The next era starts today #NextGen,,https://x.com/Gepeetou/status/1992949518476976510,en,Germany,0,0,0,0,1770572959863697400,2025-11-24 20:32:47
1992949086962520600,1992949086962520600,_TOBTC,,️ ALERT: Over 400 NPM Packages Hit by Worm-Style Attack ️ More than 400 NPM packages including key ENS and crypto-related libraries were compromised in a worm-style attack that stole developer credentials and even wallet keys. This marks one of the largest supply-chain https://t.co/7PL6NPmLer,https://pbs.twimg.com/media/G6hduG0XIAAIAsZ.png,https://x.com/_TOBTC/status/1992949086962520460,en,United Arab Emirates,0,0,0,0,1219697774310187000,2025-11-24 20:31:04
1992948970226942000,1992948970226942000,imkaakash,,The Sha1-Hulud npm worm just became the biggest supply chain attack in npm history. 25k+ GitHub repos compromised. Hundreds of packages infected. Here's what happened and why it matters for developers. ,,https://x.com/imkaakash/status/1992948970226942045,en,,1,0,1,0,1256569192410726400,2025-11-24 20:30:36
1992948967605252000,1992948967605252000,oxhak,,Security firms report a new Sha1-Hulud software supply‑chain attack hitting hundreds of npm packages and over 25 000 GitHub repositories stealing developer credentials and sometimes wiping user data if it cannot exfiltrate secrets.,,https://x.com/oxhak/status/1992948967605252155,en,In a parallel universe,0,0,0,0,184813842,2025-11-24 20:30:35
1992948419497710000,1992948419497710000,CryptoMinuteAI,,A supply-chain attack targeted over 400 NPM libraries including crypto packages related to ENS via Shai Hulud malware. https://t.co/wjEINvB0jo,,https://x.com/CryptoMinuteAI/status/1992948419497710031,en,On-Chain,0,0,0,0,1439921772552405000,2025-11-24 20:28:25
1992948023685501400,1992948023685501400,JFrogSecurity,,The JFrog security research team has identified what seems to be a new wave of the Shai Hulud supply-chain abuse in the npm ecosystem. Our team is actively monitoring the npm repository to detect more packages as the surge continues. In addition to the 459 publicly identified,,https://x.com/JFrogSecurity/status/1992948023685501346,en,USA / Israel,4,1,3,1,928599511244726300,2025-11-24 20:26:50
1992947731116261400,1992947731116261400,PraveenBM5,,#ADAH Another Day Another Hack A new attack on popula npm packages used by many crypto projects and tools is underway. Stay Safe with Hybrid Custody from @VaultCoinHQ Recover your #BTC &amp; #ALTs even when your private-keys are lost or stolen. https://t.co/cc2REWxrPJ,,https://x.com/PraveenBM5/status/1992947731116261501,en,Cryptoverse,3,0,0,1,54306796,2025-11-24 20:25:40
1992947560558830000,1992947560558830000,cryptodotnews,,JUST IN: 400+ NPM packages were hit by a worm-style attack Shai Hulud stealing dev credentials and wallet keys. Only 10 of these packages are related to the crypto industry with most ties tied to @ensdomains. https://t.co/xOLPU0cEDl,https://pbs.twimg.com/media/G6hcB0TXEAAwLgc.png,https://x.com/cryptodotnews/status/1992947560558830073,en,United Arab Emirates,0,0,0,0,3428358964,2025-11-24 20:25:00
1992945142613832000,1992945142613832000,CoinDotNews,,An alarming supply-chain attack has compromised over 400 NPM libraries spotlighting vulnerabilities in Ethereum packages and the Shai Hulud malware's threat to crypto development. Read more: https://t.co/ZXS8fT2Hej,,https://x.com/CoinDotNews/status/1992945142613831829,en,,1,0,0,0,1448486518167769000,2025-11-24 20:15:23
1992945101862019000,1992945101862019000,IT_news_for_all,, New npm attack DETECTED! A campaign dubbed Sha1-Hulud: The Second Coming has compromised hundreds of packages and over 25 000 GitHub repos. The code runs during install steals cloud logins and if that fails it deletes the user s home folder.... https://t.co/Nl1dLJ1u7C,,https://x.com/IT_news_for_all/status/1992945101862019076,en,Ukraine,0,0,0,0,1132127578922344400,2025-11-24 20:15:14
1992944949927747800,1992944949927747800,AnthonyHagi,,Tech people are awfully silent about this NPM supply chain attack now,,https://x.com/AnthonyHagi/status/1992944949927747756,en,Join the waitlist here →,0,0,0,0,1598994278864212000,2025-11-24 20:14:37
1992944908022485500,1992944908022485500,shogokatsurada,, 新たなnpmサプライチェーンキャンペーンSHA1-HULUDマルウェアはZapier ENS Domains PostHog Postmanなどの複数の人気パッケージを侵害し、被害者データを含むGitHubリポジトリを作成 npm ベースの環境では、直ちに調査して修復することを強くお勧めします https://t.co/KhNxTmxFjw,,https://x.com/shogokatsurada/status/1992944908022485391,ja,,1,0,0,0,9939702,2025-11-24 20:14:27
1992943106266923300,1992943106266923300,VotedNews,,A major JavaScript supply-chain attack has compromised over 400 packages including at least 10 widely used in the crypto ecosystem posing risks to projects like Ethereum Name Service (ENS). | $ETH https://t.co/g8Qk5uzcT2 #EthereumNews #Ethereum,,https://x.com/VotedNews/status/1992943106266923175,en,,0,0,0,0,1783008655660482600,2025-11-24 20:07:18
1992942787462144500,1992942787462144500,TheHackersNews,, New npm attack DETECTED! A campaign dubbed Sha1-Hulud: The Second Coming has compromised hundreds of packages and over 25 000 GitHub repos. The code runs during install steals cloud logins and if that fails it deletes the user s home folder. Read more ↓ https://t.co/yhdbQJVWkI,https://pbs.twimg.com/media/G6ha5f4bAAA-ttz.jpg,https://x.com/TheHackersNews/status/1992942787462144471,en,The Internet,59,3,1,18,209811713,2025-11-24 20:06:02
1992942705572290800,1992942705572290800,SKuzminskiy,,Shai Hulud NPM worm hit ENS &amp; crypto libs dependency hygiene failed. https://t.co/2JM4GKK56c #CryptoNews #Web3 #DeFi,,https://x.com/SKuzminskiy/status/1992942705572290929,en,,0,0,0,0,819129168,2025-11-24 20:05:42
1992942601088172300,1992942595891409200,245595668,KadiGrigg,Immediate Action: Review all dependency updates from the last 12 hours. Do not let automated tools merge PRs without verification.More updates on this evolving attack soon.#AppSec #DevSecOps #NPM #TechNews #ShaiHulud #npm #sscs @ReversingLabs 4/4,,0,en,Metro Washington,0,0,0,0,,2025-11-24 20:05:17
1992942595891409200,1992942595891409200,245595668,,NPM Supply Chain Attack Underway Shai-Hulud has returned to the npm registry. It is spreading fast and now includes a disk wiper. #npm #appsec #sscs @ReversingLabs #ShaiHulud 1/4,,0,en,Metro Washington,0,0,0,1,,2025-11-24 20:05:16
1992941691792232400,1992941691792232400,whale_insight,,#BREAKING: Over 400 NPM packages including key ENS and crypto libraries compromised by worm-style attack stealing developer credentials and wallet keys.,,https://x.com/whale_insight/status/1992941691792232481,en,Washington,0,0,0,0,1863663111741292500,2025-11-24 20:01:41
1992941643964821800,1992941643964821800,kolyan_trend,,WAGMI Momentum building: New NPM supply-chain attack compromises major ENS and crypto libraries ! The Shai Hulud malware has hit over 400 NPM packages including at least 10 widely-used crypto libraries. Many are tied to $ENS and receive tens of thousands of weekly https://t.co/3gms0Wcz2Y,https://pbs.twimg.com/media/G6hZ21tacAALLnh.jpg,https://x.com/kolyan_trend/status/1992941643964821653,en,CoinMarketcCap,3,0,0,1,911130043837042700,2025-11-24 20:01:29
1992941514754761000,1992941514754761000,BeAWhale_io,,NPM Just Got Hacked (And Your Crypto Wallet Might Be at Risk) This is bad. A supply chain attack just hit NPM - the JavaScript package manager that basically runs the internet. Hackers compromised major crypto libraries including #ENS (Ethereum Name Service) Ethers and,,https://x.com/BeAWhale_io/status/1992941514754760833,en,,0,0,0,0,1884385982050345000,2025-11-24 20:00:58
1992941439765078300,1992939651712119300,0xaldan,Cointelegraph,@Cointelegraph Been a while since the last npm attack,,https://x.com/0xaldan/status/1992941439765078300,en,degenland,0,0,0,0,953358426398130200,2025-11-24 20:00:40
1992941344742891800,1992941344742891800,Crypto2_AF,, New NPM supply-chain attack compromises major ENS and crypto libraries https://t.co/YcaokSj2wT #Crypto,,https://x.com/Crypto2_AF/status/1992941344742891792,en,Blockchain,1,0,0,0,1224363239913468000,2025-11-24 20:00:18
1992941227080077800,1992941227080077800,iNewsBTC,,New NPM supply-chain attack compromises major ENS and crypto libraries - https://t.co/V7B0kz2pUQ,,https://x.com/iNewsBTC/status/1992941227080077753,en,,0,0,0,0,1698630559,2025-11-24 19:59:50
1992941194775597300,1992941194775597300,CryptoNewsMag,,New NPM Supply Chain Hack Threatens ENS and Cryptocurrency Security #btc #bitcoin #crypto #cryptonews https://t.co/FPyU29GRB1,,https://x.com/CryptoNewsMag/status/1992941194775597323,en,,0,0,0,0,1804526378156544000,2025-11-24 19:59:42
1992940367436525800,1992940367436525800,1623279983593418752,, Security Alert: Over 400 NPM packages including key ENS and crypto libraries have been compromised in a worm-style attack designed to steal developer credentials and wallet keys. Projects depending on these packages may be at risk. Stay updated and rotate sensitive keys if https://t.co/lNJaXYWX90,https://pbs.twimg.com/media/G6hYsnVXcAA3FH2.jpg,0,en,London,2,0,0,0,,2025-11-24 19:56:25
1992940069188157700,1992940069188157700,993535324142866433,, 𝗔𝗟𝗘𝗥𝗧: ️ Over 400 NPM packages including key ENS and crypto libraries were hit by a worm-style attack stealing dev credentials and wallet keys. https://t.co/dpyzFYUWkt,https://pbs.twimg.com/media/G6hYbdIXIAAJBOo.jpg,0,en,Dublin City,0,0,0,0,,2025-11-24 19:55:14
1992940038024483300,1992940038024483300,AnthonyHagi,,I think there's another NPM Supply chain hack,,https://x.com/AnthonyHagi/status/1992940038024483299,en,Join the waitlist here →,0,0,0,0,1598994278864212000,2025-11-24 19:55:06
1992939954507485200,1992939651712119300,vishwaroopa1716,Cointelegraph,@Cointelegraph Supply-chain attacks targeting NPM continue to highlight the fragility of Web3 s developer stack. When critical ENS and crypto libraries are compromised the real risk isn t price it s trust. Audit frequency and dependency hygiene need to be treated as first-class,,https://x.com/vishwaroopa1716/status/1992939954507485226,en,,2,0,0,0,1795857226684575700,2025-11-24 19:54:46
1992939908382835000,1992939908382835000,BCDNewsBot,,OVER 400 NPM PACKAGES HIT BY WORM-STYLE ATTACK; KEY ENS AND CRYPTO LIBRARIES COMPROMISED DEV CREDENTIALS AND WALLET KEYS STOLEN,,https://x.com/BCDNewsBot/status/1992939908382834864,en,,1,0,0,0,1989398738302111700,2025-11-24 19:54:35
1992939821971747000,1992939651712119300,0xeevan,Cointelegraph,@Cointelegraph This NPM supply chain breach targeting ENS and crypto devs is a stark reminder that open-source trust is crypto's soft underbelly. With credentials and wallets exposed across 400+ packages expect a wave of opportunistic drains in the coming days but it also accelerates calls,,https://x.com/0xeevan/status/1992939821971746970,en,,1,0,0,0,1409710493611171800,2025-11-24 19:54:15
1992939764408783000,1992939764408783000,ArbiterOfAlpha,, ALPHA: Ethereum Name Service $ENS (168th) Over 400 NPM packages including key ENS and crypto libraries were hit by a worm-style attack stealing dev credentials and wallet keys.⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣,,https://x.com/ArbiterOfAlpha/status/1992939764408783136,en,,0,0,0,0,1339032228,2025-11-24 19:54:01
1992939654799081700,1992939651712119300,2207129125,Cointelegraph,See the full story: https://t.co/EVOnNzFxUi,,5,en,New York,23,0,1,4,,2025-11-24 19:53:35
